quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
194	2.0	49	49	1/2	1/2	4/4	1	1	1/2	1/2	1	1	6	66		578
194	2.0	49	49	1/2	1/2	4/4	1	1	1/2	1/2	1	1	10	70		578
389/2	0.5	49	49	5/8	5/8	4/4	2	1	1/8	1/8	1		4	40		585
195	0.5	49	49	3/4	3/4	4/4	2	1	1/8	1/8	1		7	49		586
195	1.0	49	49	3/4	3/4	4/4	1	2	1/4	1/4	1	1	7	61		581
391/2	0.5	49	49	7/8	7/8	4/4	2	1	1/8	1/8	1		4	40		587
196	0.5	50	50	0	0	4/4	2	1	1/8	1/8	1		9	39		592
196	1.0	50	50	0	0	4/4	1	1	1/4	1/4	1	-1	7	61		588
196	1.0	50	50	0	0	4/4	1	1	1/4	1/4	1	-1	6	66		588
196	1.0	50	50	0	0	4/4	1	1	1/4	1/4	1	-1	10	70		588
393/2	0.5	50	50	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		593
197	0.5	50	50	1/4	1/4	4/4	2	1	1/8	1/8	1		9	51		594
197	1.0	50	50	1/4	1/4	4/4	1	1	1/4	1/4	1		5	59		589
197	1.0	50	50	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66		589
197	1.0	50	50	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71		589
395/2	0.5	50	50	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		595
198	0.5	50	50	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59		596
198	1.0	50	50	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		590
198	1.0	50	50	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71		590
198	1.0	50	50	1/2	1/2	4/4	1	1	1/4	1/4	1		9	75		590
397/2	0.5	50	50	5/8	5/8	4/4	2	1	1/8	1/8	1		9	63		597
199	0.5	50	50	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		598
199	1.0	50	50	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		591
199	1.0	50	50	3/4	3/4	4/4	1	1	1/4	1/4	1		9	75		591
199	1.0	50	50	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78		591
399/2	0.5	50	50	7/8	7/8	4/4	2	1	1/8	1/8	1		5	71		599
200	1.0	51	51	0	0	4/4	1	2	1/4	1/4	1		9	75		601
200	4.0	51	51	0	0	4/4	1	1	1	1	1	1	4	76		600
200	4.0	51	51	0	0	4/4	1	1	1	1	1	1	8	80		600
401/2	0.5	51	51	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		605
201	0.5	51	51	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		606
201	1.0	51	51	1/4	1/4	4/4	1	2	1/4	1/4	1		7	73		602
403/2	0.5	51	51	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		607
202	1.0	51	51	1/2	1/2	4/4	1	2	1/4	1/4	1		9	75		603
405/2	0.5	51	51	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		608
203	0.5	51	51	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		609
203	1.0	51	51	3/4	3/4	4/4	1	2	1/4	1/4	1		7	73		604
407/2	0.5	51	51	7/8	7/8	4/4	2	1	1/8	1/8	1		8	68		610
204	1.0	52	52	0	0	4/4	1	2	1/4	1/4	1		9	75		615
204	2.0	52	52	0	0	4/4	1	1	1/2	1/2	1	-1	4	76		611
204	2.0	52	52	0	0	4/4	1	1	1/2	1/2	1	-1	8	80		611
409/2	0.5	52	52	1/8	1/8	4/4	2	1	1/8	1/8	1		10	58		618
205	0.5	52	52	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		619
205	1.0	52	52	1/4	1/4	4/4	1	2	1/4	1/4	1		7	73		616
411/2	0.5	52	52	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		620
206	2.0	52	52	1/2	1/2	4/4	1	2	1/2	1/2	1		4	76		617
206	2.0	52	52	1/2	1/2	4/4	1	2	1/2	1/2	1		8	80		617
206	0.6666666666666666	52	52	1/2	1/2	4/4	1	1	1/6	1/4	2/3		5	83		612
413/2	0.5	52	52	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		621
620/3	0.6666666666666666	52	52	2/3	2/3	4/4	1	1	1/6	1/4	2/3		9	87		613
207	0.5	52	52	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		622
622/3	0.6666666666666666	52	52	5/6	5/6	4/4	1	1	1/6	1/4	2/3		5	83		614
415/2	0.5	52	52	7/8	7/8	4/4	2	1	1/8	1/8	1		5	71		623
208	1.0	53	53	0	0	4/4	1	2	1/4	1/4	1		9	75		625
208	4.0	53	53	0	0	4/4	1	1	1	1	1	1	4	76		624
208	4.0	53	53	0	0	4/4	1	1	1	1	1	1	8	80		624
417/2	0.5	53	53	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		629
209	0.5	53	53	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		630
209	1.0	53	53	1/4	1/4	4/4	1	2	1/4	1/4	1		7	73		626
419/2	0.5	53	53	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		631
210	1.0	53	53	1/2	1/2	4/4	1	2	1/4	1/4	1		9	75		627
421/2	0.5	53	53	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		632
211	0.5	53	53	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		633
211	1.0	53	53	3/4	3/4	4/4	1	2	1/4	1/4	1		7	73		628
423/2	0.5	53	53	7/8	7/8	4/4	2	1	1/8	1/8	1		8	68		634
212	1.0	54	54	0	0	4/4	1	1	1/4	1/4	1		9	75		635
212	1.0	54	54	0	0	4/4	1	1	1/4	1/4	1	-1	4	76		635
212	1.0	54	54	0	0	4/4	1	1	1/4	1/4	1	-1	8	80		635
425/2	0.5	54	54	1/8	1/8	4/4	2	1	1/8	1/8	1		10	58		639
213	0.5	54	54	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		640
213	1.0	54	54	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76		636
213	1.0	54	54	1/4	1/4	4/4	1	1	1/4	1/4	1		8	80		636
213	1.0	54	54	1/4	1/4	4/4	1	1	1/4	1/4	1		7	85		636
427/2	0.5	54	54	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		641
214	1.0	54	54	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		637
214	1.0	54	54	1/2	1/2	4/4	1	1	1/4	1/4	1		6	78		637
214	1.0	54	54	1/2	1/2	4/4	1	1	1/4	1/4	1		10	82		637
429/2	0.5	54	54	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		642
215	0.5	54	54	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61		643
215	1.0	54	54	3/4	3/4	4/4	1	1	1/4	1/4	1		10	70		638
215	1.0	54	54	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		638
215	1.0	54	54	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		638
431/2	0.5	54	54	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		644
216	1.0	55	55	0	0	4/4	1	2	1/4	1/4	1		7	73		646
216	4.0	55	55	0	0	4/4	1	1	1	1	1	1	2	74		645
216	4.0	55	55	0	0	4/4	1	1	1	1	1	1	6	78		645
433/2	0.5	55	55	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59		650
217	0.5	55	55	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		651
217	1.0	55	55	1/4	1/4	4/4	1	2	1/4	1/4	1		5	71		647
435/2	0.5	55	55	3/8	3/8	4/4	2	1	1/8	1/8	1		6	66		652
218	1.0	55	55	1/2	1/2	4/4	1	2	1/4	1/4	1		7	73		648
437/2	0.5	55	55	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		653
219	0.5	55	55	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		654
219	1.0	55	55	3/4	3/4	4/4	1	2	1/4	1/4	1		5	71		649
439/2	0.5	55	55	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		655
220	1.0	56	56	0	0	4/4	1	2	1/4	1/4	1		7	73		660
220	2.0	56	56	0	0	4/4	1	1	1/2	1/2	1	-1	2	74		656
220	2.0	56	56	0	0	4/4	1	1	1/2	1/2	1	-1	6	78		656
441/2	0.5	56	56	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		663
221	0.5	56	56	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		664
221	1.0	56	56	1/4	1/4	4/4	1	2	1/4	1/4	1		5	71		661
443/2	0.5	56	56	3/8	3/8	4/4	2	1	1/8	1/8	1		6	66		665
222	2.0	56	56	1/2	1/2	4/4	1	2	1/2	1/2	1		2	74		662
222	2.0	56	56	1/2	1/2	4/4	1	2	1/2	1/2	1		6	78		662
222	0.6666666666666666	56	56	1/2	1/2	4/4	1	1	1/6	1/4	2/3		3	81		657
445/2	0.5	56	56	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		666
668/3	0.6666666666666666	56	56	2/3	2/3	4/4	1	1	1/6	1/4	2/3		7	85		658
223	0.5	56	56	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		667
670/3	0.6666666666666666	56	56	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	81		659
447/2	0.5	56	56	7/8	7/8	4/4	2	1	1/8	1/8	1		3	69		668
224	1.0	57	57	0	0	4/4	1	2	1/4	1/4	1		7	73		670
224	4.0	57	57	0	0	4/4	1	1	1	1	1	1	2	74		669
224	4.0	57	57	0	0	4/4	1	1	1	1	1	1	6	78		669
449/2	0.5	57	57	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59		674
225	0.5	57	57	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		675
225	1.0	57	57	1/4	1/4	4/4	1	2	1/4	1/4	1		5	71		671
451/2	0.5	57	57	3/8	3/8	4/4	2	1	1/8	1/8	1		6	66		676
226	1.0	57	57	1/2	1/2	4/4	1	2	1/4	1/4	1		7	73		672
453/2	0.5	57	57	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		677
227	0.5	57	57	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		678
227	1.0	57	57	3/4	3/4	4/4	1	2	1/4	1/4	1		5	71		673
455/2	0.5	57	57	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		679
228	1.0	58	58	0	0	4/4	1	1	1/4	1/4	1		7	73		680
228	1.0	58	58	0	0	4/4	1	1	1/4	1/4	1	-1	2	74		680
228	1.0	58	58	0	0	4/4	1	1	1/4	1/4	1	-1	6	78		680
457/2	0.5	58	58	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		684
229	0.5	58	58	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		685
229	1.0	58	58	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74		681
229	1.0	58	58	1/4	1/4	4/4	1	1	1/4	1/4	1		6	78		681
229	1.0	58	58	1/4	1/4	4/4	1	1	1/4	1/4	1		5	83		681
459/2	0.5	58	58	3/8	3/8	4/4	2	1	1/8	1/8	1		6	66		686
230	1.0	58	58	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71		682
230	1.0	58	58	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76		682
230	1.0	58	58	1/2	1/2	4/4	1	1	1/4	1/4	1		8	80		682
461/2	0.5	58	58	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		687
231	0.5	58	58	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		688
231	1.0	58	58	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68		683
231	1.0	58	58	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74		683
231	1.0	58	58	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78		683
463/2	0.5	58	58	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		689
232	0.5	59	59	0	0	4/4	2	1	1/8	1/8	1		3	45		695
232	1.0	59	59	0	0	4/4	1	1	1/4	1/4	1		3	69		690
232	1.0	59	59	0	0	4/4	1	1	1/4	1/4	1		7	73		690
232	1.0	59	59	0	0	4/4	1	1	1/4	1/4	1		4	76		690
465/2	0.5	59	59	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		696
233	0.5	59	59	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		697
233	0.5	59	59	1/4	1/4	4/4	1	1	1/8	1/8	1		4	64		691
233	0.5	59	59	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		691
233	0.5	59	59	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		691
467/2	0.5	59	59	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		698
467/2	0.5	59	59	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		692
467/2	0.5	59	59	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		692
467/2	0.5	59	59	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		692
234	0.5	59	59	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		699
234	1.0	59	59	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64		693
234	1.0	59	59	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		693
234	1.0	59	59	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		693
469/2	0.5	59	59	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		700
235	0.5	59	59	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		701
235	1.0	59	59	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		694
235	1.0	59	59	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		694
235	1.0	59	59	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		694
471/2	0.5	59	59	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		702
236	0.5	60	60	0	0	4/4	2	1	1/8	1/8	1		6	42		709
236	1.0	60	60	0	0	4/4	1	1	1/4	1/4	1		3	69		703
236	1.0	60	60	0	0	4/4	1	1	1/4	1/4	1		7	73		703
236	1.0	60	60	0	0	4/4	1	1	1/4	1/4	1		6	78		703
473/2	0.5	60	60	1/8	1/8	4/4	2	1	1/8	1/8	1		7	49		710
237	0.5	60	60	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54		711
237	0.5	60	60	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		704
237	0.5	60	60	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		704
237	0.5	60	60	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		704
475/2	0.5	60	60	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		712
475/2	0.5	60	60	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71		705
475/2	0.5	60	60	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		705
475/2	0.5	60	60	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		705
238	0.5	60	60	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		713
238	0.5	60	60	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69		706
238	0.5	60	60	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73		706
238	0.5	60	60	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		706
477/2	0.5	60	60	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		714
477/2	0.5	60	60	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		707
477/2	0.5	60	60	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73		707
477/2	0.5	60	60	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		707
239	0.5	60	60	3/4	3/4	4/4	2	1	1/8	1/8	1		7	49		715
239	1.0	60	60	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		708
239	1.0	60	60	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		708
239	1.0	60	60	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78		708
479/2	0.5	60	60	7/8	7/8	4/4	2	1	1/8	1/8	1		6	42		716
240	0.5	61	61	0	0	4/4	2	1	1/8	1/8	1		3	45		722
240	1.0	61	61	0	0	4/4	1	1	1/4	1/4	1		3	69		717
240	1.0	61	61	0	0	4/4	1	1	1/4	1/4	1		7	73		717
240	1.0	61	61	0	0	4/4	1	1	1/4	1/4	1		4	76		717
481/2	0.5	61	61	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		723
241	0.5	61	61	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		724
241	0.5	61	61	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		718
241	0.5	61	61	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		718
241	0.5	61	61	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		718
483/2	0.5	61	61	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		725
483/2	0.5	61	61	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		719
483/2	0.5	61	61	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		719
483/2	0.5	61	61	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		719
242	0.5	61	61	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		726
242	1.0	61	61	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		720
242	1.0	61	61	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		720
242	1.0	61	61	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		720
485/2	0.5	61	61	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		727
243	0.5	61	61	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		728
243	1.0	61	61	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		721
243	1.0	61	61	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		721
243	1.0	61	61	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		721
487/2	0.5	61	61	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		729
244	0.5	62	62	0	0	4/4	2	1	1/8	1/8	1		2	38		731
244	4.0	62	62	0	0	4/4	1	1	1	1	1		2	62		730
244	4.0	62	62	0	0	4/4	1	1	1	1	1		6	66		730
244	4.0	62	62	0	0	4/4	1	1	1	1	1		3	69		730
244	4.0	62	62	0	0	4/4	1	1	1	1	1		7	73		730
489/2	0.5	62	62	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		732
245	0.5	62	62	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		733
491/2	0.5	62	62	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		734
246	0.5	62	62	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54		735
493/2	0.5	62	62	5/8	5/8	4/4	2	1	1/8	1/8	1		2	50		736
247	0.5	62	62	3/4	3/4	4/4	2	1	1/8	1/8	1		3	45		737
495/2	0.5	62	62	7/8	7/8	4/4	2	1	1/8	1/8	1		2	38		738
248	0.5	63	63	0	0	4/4	2	1	1/8	1/8	1		1	43		744
248	1.0	63	63	0	0	4/4	1	1	1/4	1/4	1		2	62		739
248	1.0	63	63	0	0	4/4	1	1	1/4	1/4	1		1	67		739
248	1.0	63	63	0	0	4/4	1	1	1/4	1/4	1		5	71		739
497/2	0.5	63	63	1/8	1/8	4/4	2	1	1/8	1/8	1		2	50		745
249	0.5	63	63	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55		746
249	0.5	63	63	1/4	1/4	4/4	1	1	1/8	1/8	1		5	59		740
249	0.5	63	63	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		740
249	0.5	63	63	1/4	1/4	4/4	1	1	1/8	1/8	1		1	67		740
499/2	0.5	63	63	3/8	3/8	4/4	2	1	1/8	1/8	1		2	50		747
499/2	0.5	63	63	3/8	3/8	4/4	1	1	1/8	1/8	1		5	59		741
499/2	0.5	63	63	3/8	3/8	4/4	1	1	1/8	1/8	1		2	62		741
499/2	0.5	63	63	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67		741
250	0.5	63	63	1/2	1/2	4/4	2	1	1/8	1/8	1		1	43		748
250	1.0	63	63	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		742
250	1.0	63	63	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		742
250	1.0	63	63	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67		742
501/2	0.5	63	63	5/8	5/8	4/4	2	1	1/8	1/8	1		2	50		749
251	0.5	63	63	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55		750
251	1.0	63	63	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		743
251	1.0	63	63	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		743
251	1.0	63	63	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		743
503/2	0.5	63	63	7/8	7/8	4/4	2	1	1/8	1/8	1		2	50		751
252	0.5	64	64	0	0	4/4	2	1	1/8	1/8	1		2	38		758
252	1.0	64	64	0	0	4/4	1	1	1/4	1/4	1		0	60		752
252	1.0	64	64	0	0	4/4	1	1	1/4	1/4	1		-1	65		752
252	1.0	64	64	0	0	4/4	1	1	1/4	1/4	1		3	69		752
505/2	0.5	64	64	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		759
253	0.5	64	64	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	53		760
253	0.5	64	64	1/4	1/4	4/4	1	1	1/8	1/8	1		0	60		753
253	0.5	64	64	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		753
253	0.5	64	64	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		753
507/2	0.5	64	64	3/8	3/8	4/4	2	1	1/8	1/8	1		3	45		761
507/2	0.5	64	64	3/8	3/8	4/4	1	1	1/8	1/8	1		2	62		754
507/2	0.5	64	64	3/8	3/8	4/4	1	1	1/8	1/8	1		-1	65		754
507/2	0.5	64	64	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71		754
254	0.5	64	64	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	41		762
254	0.5	64	64	1/2	1/2	4/4	1	1	1/8	1/8	1		0	60		755
254	0.5	64	64	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	65		755
254	0.5	64	64	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69		755
509/2	0.5	64	64	5/8	5/8	4/4	2	1	1/8	1/8	1		0	48		763
509/2	0.5	64	64	5/8	5/8	4/4	1	1	1/8	1/8	1		2	62		756
509/2	0.5	64	64	5/8	5/8	4/4	1	1	1/8	1/8	1		-1	65		756
509/2	0.5	64	64	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		756
255	0.5	64	64	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57		764
255	1.0	64	64	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		757
255	1.0	64	64	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65		757
255	1.0	64	64	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72		757
511/2	0.5	64	64	7/8	7/8	4/4	2	1	1/8	1/8	1		0	48		765
256	0.5	65	65	0	0	4/4	2	1	1/8	1/8	1		1	43		771
256	1.0	65	65	0	0	4/4	1	1	1/4	1/4	1		2	62		766
256	1.0	65	65	0	0	4/4	1	1	1/4	1/4	1		1	67		766
256	1.0	65	65	0	0	4/4	1	1	1/4	1/4	1		5	71		766
513/2	0.5	65	65	1/8	1/8	4/4	2	1	1/8	1/8	1		2	50		772
257	0.5	65	65	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55		773
257	0.5	65	65	1/4	1/4	4/4	1	1	1/8	1/8	1		5	59		767
257	0.5	65	65	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		767
257	0.5	65	65	1/4	1/4	4/4	1	1	1/8	1/8	1		1	67		767
515/2	0.5	65	65	3/8	3/8	4/4	2	1	1/8	1/8	1		2	50		774
515/2	0.5	65	65	3/8	3/8	4/4	1	1	1/8	1/8	1		5	59		768
515/2	0.5	65	65	3/8	3/8	4/4	1	1	1/8	1/8	1		2	62		768
515/2	0.5	65	65	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67		768
258	0.5	65	65	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	41		775
258	0.5	65	65	1/2	1/2	4/4	1	1	1/8	1/8	1		5	59		769
258	0.5	65	65	1/2	1/2	4/4	1	1	1/8	1/8	1		2	62		769
258	0.5	65	65	1/2	1/2	4/4	1	1	1/8	1/8	1		1	67		769
517/2	0.5	65	65	5/8	5/8	4/4	2	1	1/8	1/8	1		2	50		776
259	0.5	65	65	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55		777
259	1.0	65	65	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		770
259	1.0	65	65	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		770
259	1.0	65	65	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		770
519/2	0.5	65	65	7/8	7/8	4/4	2	1	1/8	1/8	1		2	50		778
260	0.5	66	66	0	0	4/4	2	1	1/8	1/8	1		4	40		781
260	2.0	66	66	0	0	4/4	1	1	1/2	1/2	1		4	64		779
260	2.0	66	66	0	0	4/4	1	1	1/2	1/2	1		8	68		779
260	2.0	66	66	0	0	4/4	1	1	1/2	1/2	1		5	71		779
521/2	0.5	66	66	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		782
261	0.5	66	66	1/4	1/4	4/4	2	1	1/8	1/8	1		4	52		783
523/2	0.5	66	66	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		784
262	0.5	66	66	1/2	1/2	4/4	2	1	1/8	1/8	1		4	52		785
262	2.0	66	66	1/2	1/2	4/4	1	1	1/2	1/2	1		4	64		780
525/2	0.5	66	66	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		786
263	0.5	66	66	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		787
527/2	0.5	66	66	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64		788
264	0.5	67	67	0	0	4/4	2	1	1/8	1/8	1		3	57		794
264	1.0	67	67	0	0	4/4	1	1	1/4	1/4	1		3	69		789
264	1.0	67	67	0	0	4/4	1	1	1/4	1/4	1		7	73		789
264	1.0	67	67	0	0	4/4	1	1	1/4	1/4	1		4	76		789
529/2	0.5	67	67	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		795
265	0.5	67	67	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		796
265	0.5	67	67	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		790
265	0.5	67	67	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		790
531/2	0.5	67	67	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		797
531/2	0.5	67	67	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		791
531/2	0.5	67	67	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		791
266	0.5	67	67	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		798
266	1.0	67	67	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		792
266	1.0	67	67	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		792
533/2	0.5	67	67	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61		799
267	0.5	67	67	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		800
267	1.0	67	67	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		793
267	1.0	67	67	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		793
267	1.0	67	67	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		793
535/2	0.5	67	67	7/8	7/8	4/4	2	1	1/8	1/8	1		7	61		801
268	0.5	68	68	0	0	4/4	2	1	1/8	1/8	1		6	54		808
268	1.0	68	68	0	0	4/4	1	1	1/4	1/4	1		3	69		802
268	1.0	68	68	0	0	4/4	1	1	1/4	1/4	1		7	73		802
